SCENARIO_ID,PNODE_NAME,PERIOD_ID,LMP
1,LD.PARKCITY345 LPRK,2020-07-05T17:00:00,31.39
1,LD.SOLITUDE230 LSOL,2020-07-05T17:00:00,32.86
1,LD.SUNDANCE345 LSUN,2020-07-05T17:00:00,31.89
1,LD.VICTORIA345 LVIC,2020-07-05T17:00:00,27.04
1,UN.ALTA    345 PRIV,2020-07-05T17:00:00,33.77
1,UN.ALTA    345 UALT,2020-07-05T17:00:00,27.28
1,UN.ALTA    345 UALT2,2020-07-05T17:00:00,26.02
1,UN.ALTA    345 UALT3,2020-07-05T17:00:00,34.1
1,UN.ALTA    345 UALTA,2020-07-05T17:00:00,31.9
1,UN.ALTA    345 UALTB,2020-07-05T17:00:00,33.28
1,UN.BRIGHTON345 UBGH,2020-07-05T17:00:00,30.71
1,UN.BRIGHTON345 UBGH2,2020-07-05T17:00:00,27.25
1,UN.KENT    345 UKEN,2020-07-05T17:00:00,33.43
1,UN.PARKCITY345 UPRK,2020-07-05T17:00:00,30.19
1,UN.SOLITUDE345 USOL,2020-07-05T17:00:00,34.88
1,UN.SUNDANCE345 USUN,2020-07-05T17:00:00,34.17
1,UN.VICTORIA345 UVIC,2020-07-05T17:00:00,31.51
1,.I.KENT    345 2,2020-07-05T18:00:00,33.53
1,.I.PARKCITY345 1,2020-07-05T18:00:00,33.19
1,.I.VICTORIA345 1,2020-07-05T18:00:00,34.37
1,.Z.NORTH,2020-07-05T18:00:00,28.1
1,.Z.SOUTH,2020-07-05T18:00:00,33.77
1,AR.BRIGHTON345 UBGH2P,2020-07-05T18:00:00,30.87
1,AR.BRIGHTON345 UBGHP,2020-07-05T18:00:00,30.34
1,AR.SUNDANCE345 FAIRC,2020-07-05T18:00:00,28.75
1,DR.NORTH,2020-07-05T18:00:00,29.84
1,DR.SOUTH_EAST,2020-07-05T18:00:00,32.01
1,LD.KENT    230 KNT2,2020-07-05T18:00:00,32.81
1,LD.KENT    345 KNT1,2020-07-05T18:00:00,27.1
1,LD.MIDWAY  345,2020-07-05T18:00:00,33.66
1,LD.MIDWAY  345 MID1,2020-07-05T18:00:00,26.47
1,LD.MIDWAY  345 MID2,2020-07-05T18:00:00,33.91
1,LD.PARKCITY345 LPRK,2020-07-05T18:00:00,25.6
1,LD.SOLITUDE230 LSOL,2020-07-05T18:00:00,32.12
1,LD.SUNDANCE345 LSUN,2020-07-05T18:00:00,29.87
1,LD.VICTORIA345 LVIC,2020-07-05T18:00:00,26.99
1,UN.ALTA    345 PRIV,2020-07-05T18:00:00,26.06
1,UN.ALTA    345 UALT,2020-07-05T18:00:00,27.89
1,UN.ALTA    345 UALT2,2020-07-05T18:00:00,32.57
1,UN.ALTA    345 UALT3,2020-07-05T18:00:00,35.45
1,UN.ALTA    345 UALTA,2020-07-05T18:00:00,29.21
1,UN.ALTA    345 UALTB,2020-07-05T18:00:00,25.54
1,UN.BRIGHTON345 UBGH,2020-07-05T18:00:00,28.12
1,UN.BRIGHTON345 UBGH2,2020-07-05T18:00:00,31.72
1,UN.KENT    345 UKEN,2020-07-05T18:00:00,32.91
1,UN.PARKCITY345 UPRK,2020-07-05T18:00:00,26.15
1,UN.SOLITUDE345 USOL,2020-07-05T18:00:00,29.86
1,UN.SUNDANCE345 USUN,2020-07-05T18:00:00,31.76
1,UN.VICTORIA345 UVIC,2020-07-05T18:00:00,26.55
1,.I.KENT    345 2,2020-07-05T19:00:00,31.14
1,.I.PARKCITY345 1,2020-07-05T19:00:00,27.48
1,.I.VICTORIA345 1,2020-07-05T19:00:00,29.25
1,.Z.NORTH,2020-07-05T19:00:00,33.96
1,.Z.SOUTH,2020-07-05T19:00:00,29.0
1,AR.BRIGHTON345 UBGH2P,2020-07-05T19:00:00,31.89
1,AR.BRIGHTON345 UBGHP,2020-07-05T19:00:00,27.54
1,AR.SUNDANCE345 FAIRC,2020-07-05T19:00:00,32.06
1,DR.NORTH,2020-07-05T19:00:00,33.43
1,DR.SOUTH_EAST,2020-07-05T19:00:00,29.95
1,LD.KENT    230 KNT2,2020-07-05T19:00:00,26.48
1,LD.KENT    345 KNT1,2020-07-05T19:00:00,33.17
1,LD.MIDWAY  345,2020-07-05T19:00:00,32.92
1,LD.MIDWAY  345 MID1,2020-07-05T19:00:00,25.73
1,LD.MIDWAY  345 MID2,2020-07-05T19:00:00,28.33
1,LD.PARKCITY345 LPRK,2020-07-05T19:00:00,28.29
1,LD.SOLITUDE230 LSOL,2020-07-05T19:00:00,29.37
1,LD.SUNDANCE345 LSUN,2020-07-05T19:00:00,31.92
1,LD.VICTORIA345 LVIC,2020-07-05T19:00:00,25.59
1,UN.ALTA    345 PRIV,2020-07-05T19:00:00,33.26
1,UN.ALTA    345 UALT,2020-07-05T19:00:00,26.17
1,UN.ALTA    345 UALT2,2020-07-05T19:00:00,27.82
1,UN.ALTA    345 UALT3,2020-07-05T19:00:00,26.62
1,UN.ALTA    345 UALTA,2020-07-05T19:00:00,30.18
1,UN.ALTA    345 UALTB,2020-07-05T19:00:00,31.19
1,UN.BRIGHTON345 UBGH,2020-07-05T19:00:00,33.41
1,UN.BRIGHTON345 UBGH2,2020-07-05T19:00:00,26.98
1,UN.KENT    345 UKEN,2020-07-05T19:00:00,34.49
1,UN.PARKCITY345 UPRK,2020-07-05T19:00:00,27.52
1,UN.SOLITUDE345 USOL,2020-07-05T19:00:00,26.82
1,UN.SUNDANCE345 USUN,2020-07-05T19:00:00,27.98
1,UN.VICTORIA345 UVIC,2020-07-05T19:00:00,28.5
1,.I.KENT    345 2,2020-07-05T20:00:00,25.83
1,.I.PARKCITY345 1,2020-07-05T20:00:00,32.75
1,.I.VICTORIA345 1,2020-07-05T20:00:00,29.67
1,.Z.NORTH,2020-07-05T20:00:00,28.24
1,.Z.SOUTH,2020-07-05T20:00:00,32.63
1,AR.BRIGHTON345 UBGH2P,2020-07-05T20:00:00,29.87
1,AR.BRIGHTON345 UBGHP,2020-07-05T20:00:00,28.56
1,AR.SUNDANCE345 FAIRC,2020-07-05T20:00:00,29.65
1,DR.NORTH,2020-07-05T20:00:00,34.14
1,DR.SOUTH_EAST,2020-07-05T20:00:00,31.87
1,LD.KENT    230 KNT2,2020-07-05T20:00:00,28.23
1,LD.KENT    345 KNT1,2020-07-05T20:00:00,34.95
1,LD.MIDWAY  345,2020-07-05T20:00:00,32.46
1,LD.MIDWAY  345 MID1,2020-07-05T20:00:00,28.66
1,LD.MIDWAY  345 MID2,2020-07-05T20:00:00,29.49
1,LD.PARKCITY345 LPRK,2020-07-05T20:00:00,28.89
1,LD.SOLITUDE230 LSOL,2020-07-05T20:00:00,29.54
1,LD.SUNDANCE345 LSUN,2020-07-05T20:00:00,29.29
1,LD.VICTORIA345 LVIC,2020-07-05T20:00:00,32.96
1,UN.ALTA    345 PRIV,2020-07-05T20:00:00,26.67
1,UN.ALTA    345 UALT,2020-07-05T20:00:00,26.64
1,UN.ALTA    345 UALT2,2020-07-05T20:00:00,28.82
1,UN.ALTA    345 UALT3,2020-07-05T20:00:00,27.07
1,UN.ALTA    345 UALTA,2020-07-05T20:00:00,32.35
1,UN.ALTA    345 UALTB,2020-07-05T20:00:00,32.25
1,UN.BRIGHTON345 UBGH,2020-07-05T20:00:00,33.79
1,UN.BRIGHTON345 UBGH2,2020-07-05T20:00:00,31.04
1,UN.KENT    345 UKEN,2020-07-05T20:00:00,28.71
1,UN.PARKCITY345 UPRK,2020-07-05T20:00:00,29.77
1,UN.SOLITUDE345 USOL,2020-07-05T20:00:00,27.61
1,UN.SUNDANCE345 USUN,2020-07-05T20:00:00,30.81
1,UN.VICTORIA345 UVIC,2020-07-05T20:00:00,26.31
1,.I.KENT    345 2,2020-07-05T21:00:00,27.0
1,.I.PARKCITY345 1,2020-07-05T21:00:00,34.5
1,.I.VICTORIA345 1,2020-07-05T21:00:00,31.55
1,.Z.NORTH,2020-07-05T21:00:00,32.01
1,.Z.SOUTH,2020-07-05T21:00:00,34.94
1,AR.BRIGHTON345 UBGH2P,2020-07-05T21:00:00,34.13
1,AR.BRIGHTON345 UBGHP,2020-07-05T21:00:00,25.6
1,AR.SUNDANCE345 FAIRC,2020-07-05T21:00:00,33.51
1,DR.NORTH,2020-07-05T21:00:00,28.15
1,DR.SOUTH_EAST,2020-07-05T21:00:00,28.15
1,LD.KENT    230 KNT2,2020-07-05T21:00:00,32.35
1,LD.KENT    345 KNT1,2020-07-05T21:00:00,29.36
1,LD.MIDWAY  345,2020-07-05T21:00:00,26.34
1,LD.MIDWAY  345 MID1,2020-07-05T21:00:00,30.55
1,LD.MIDWAY  345 MID2,2020-07-05T21:00:00,33.69
1,LD.PARKCITY345 LPRK,2020-07-05T21:00:00,26.32
1,LD.SOLITUDE230 LSOL,2020-07-05T21:00:00,27.01
1,LD.SUNDANCE345 LSUN,2020-07-05T21:00:00,35.28
1,LD.VICTORIA345 LVIC,2020-07-05T21:00:00,29.69
1,UN.ALTA    345 PRIV,2020-07-05T21:00:00,28.77
1,UN.ALTA    345 UALT,2020-07-05T21:00:00,26.68
1,UN.ALTA    345 UALT2,2020-07-05T21:00:00,27.52
1,UN.ALTA    345 UALT3,2020-07-05T21:00:00,32.41
1,UN.ALTA    345 UALTA,2020-07-05T21:00:00,28.23
1,UN.ALTA    345 UALTB,2020-07-05T21:00:00,28.96
1,UN.BRIGHTON345 UBGH,2020-07-05T21:00:00,29.82
1,UN.BRIGHTON345 UBGH2,2020-07-05T21:00:00,28.5
1,UN.KENT    345 UKEN,2020-07-05T21:00:00,27.64
1,UN.PARKCITY345 UPRK,2020-07-05T21:00:00,28.01
1,UN.SOLITUDE345 USOL,2020-07-05T21:00:00,26.82
1,UN.SUNDANCE345 USUN,2020-07-05T21:00:00,30.62
1,UN.VICTORIA345 UVIC,2020-07-05T21:00:00,33.31
1,.I.KENT    345 2,2020-07-05T22:00:00,34.8
1,.I.PARKCITY345 1,2020-07-05T22:00:00,34.38
1,.I.VICTORIA345 1,2020-07-05T22:00:00,28.23
1,.Z.NORTH,2020-07-05T22:00:00,28.94
1,.Z.SOUTH,2020-07-05T22:00:00,26.05
1,AR.BRIGHTON345 UBGH2P,2020-07-05T22:00:00,25.7
1,AR.BRIGHTON345 UBGHP,2020-07-05T22:00:00,31.18
1,AR.SUNDANCE345 FAIRC,2020-07-05T22:00:00,30.41
1,DR.NORTH,2020-07-05T22:00:00,28.61
1,DR.SOUTH_EAST,2020-07-05T22:00:00,27.59
1,LD.KENT    230 KNT2,2020-07-05T22:00:00,26.37
1,LD.KENT    345 KNT1,2020-07-05T22:00:00,28.73
1,LD.MIDWAY  345,2020-07-05T22:00:00,26.84
1,LD.MIDWAY  345 MID1,2020-07-05T22:00:00,27.25
1,LD.MIDWAY  345 MID2,2020-07-05T22:00:00,28.95
1,LD.PARKCITY345 LPRK,2020-07-05T22:00:00,28.95
1,LD.SOLITUDE230 LSOL,2020-07-05T22:00:00,26.2
1,LD.SUNDANCE345 LSUN,2020-07-05T22:00:00,31.27
1,LD.VICTORIA345 LVIC,2020-07-05T22:00:00,30.22
1,UN.ALTA    345 PRIV,2020-07-05T22:00:00,25.94
1,UN.ALTA    345 UALT,2020-07-05T22:00:00,27.98
1,UN.ALTA    345 UALT2,2020-07-05T22:00:00,29.81
1,UN.ALTA    345 UALT3,2020-07-05T22:00:00,30.55
1,UN.ALTA    345 UALTA,2020-07-05T22:00:00,27.06
1,UN.ALTA    345 UALTB,2020-07-05T22:00:00,27.03
1,UN.BRIGHTON345 UBGH,2020-07-05T22:00:00,30.64
1,UN.BRIGHTON345 UBGH2,2020-07-05T22:00:00,33.45
1,UN.KENT    345 UKEN,2020-07-05T22:00:00,33.89
1,UN.PARKCITY345 UPRK,2020-07-05T22:00:00,26.06
1,UN.SOLITUDE345 USOL,2020-07-05T22:00:00,29.69
1,UN.SUNDANCE345 USUN,2020-07-05T22:00:00,32.49
1,UN.VICTORIA345 UVIC,2020-07-05T22:00:00,30.23
1,.I.KENT    345 2,2020-07-05T23:00:00,27.83
1,.I.PARKCITY345 1,2020-07-05T23:00:00,34.26
1,.I.VICTORIA345 1,2020-07-05T23:00:00,28.24
1,.Z.NORTH,2020-07-05T23:00:00,31.26
1,.Z.SOUTH,2020-07-05T23:00:00,26.9
1,AR.BRIGHTON345 UBGH2P,2020-07-05T23:00:00,34.83
1,AR.BRIGHTON345 UBGHP,2020-07-05T23:00:00,26.09
1,AR.SUNDANCE345 FAIRC,2020-07-05T23:00:00,34.48
1,DR.NORTH,2020-07-05T23:00:00,29.92
1,DR.SOUTH_EAST,2020-07-05T23:00:00,27.85
1,LD.KENT    230 KNT2,2020-07-05T23:00:00,26.84
1,LD.KENT    345 KNT1,2020-07-05T23:00:00,25.64
1,LD.MIDWAY  345,2020-07-05T23:00:00,33.41
1,LD.MIDWAY  345 MID1,2020-07-05T23:00:00,27.71
1,LD.MIDWAY  345 MID2,2020-07-05T23:00:00,30.09
1,LD.PARKCITY345 LPRK,2020-07-05T23:00:00,26.03
1,LD.SOLITUDE230 LSOL,2020-07-05T23:00:00,34.52
1,LD.SUNDANCE345 LSUN,2020-07-05T23:00:00,26.96
1,LD.VICTORIA345 LVIC,2020-07-05T23:00:00,27.95
1,UN.ALTA    345 PRIV,2020-07-05T23:00:00,30.99
1,UN.ALTA    345 UALT,2020-07-05T23:00:00,28.89
1,UN.ALTA    345 UALT2,2020-07-05T23:00:00,32.85
1,UN.ALTA    345 UALT3,2020-07-05T23:00:00,28.26
1,UN.ALTA    345 UALTA,2020-07-05T23:00:00,27.6
1,UN.ALTA    345 UALTB,2020-07-05T23:00:00,35.21
1,UN.BRIGHTON345 UBGH,2020-07-05T23:00:00,31.5
1,UN.BRIGHTON345 UBGH2,2020-07-05T23:00:00,32.79
1,UN.KENT    345 UKEN,2020-07-05T23:00:00,34.95
1,UN.PARKCITY345 UPRK,2020-07-05T23:00:00,32.29
1,UN.SOLITUDE345 USOL,2020-07-05T23:00:00,33.6
1,UN.SUNDANCE345 USUN,2020-07-05T23:00:00,28.57
1,UN.VICTORIA345 UVIC,2020-07-05T23:00:00,25.54
2,.I.KENT    345 2,2020-07-05T00:00:00,31.45
2,.I.PARKCITY345 1,2020-07-05T00:00:00,34.44
2,.I.VICTORIA345 1,2020-07-05T00:00:00,27.59
2,.Z.NORTH,2020-07-05T00:00:00,27.11
2,.Z.SOUTH,2020-07-05T00:00:00,32.65
2,AR.BRIGHTON345 UBGH2P,2020-07-05T00:00:00,29.01
2,AR.BRIGHTON345 UBGHP,2020-07-05T00:00:00,30.61
2,AR.SUNDANCE345 FAIRC,2020-07-05T00:00:00,28.33
2,DR.NORTH,2020-07-05T00:00:00,31.01
2,DR.SOUTH_EAST,2020-07-05T00:00:00,33.87
2,LD.KENT    230 KNT2,2020-07-05T00:00:00,33.85
2,LD.KENT    345 KNT1,2020-07-05T00:00:00,33.74
2,LD.MIDWAY  345,2020-07-05T00:00:00,30.44
2,LD.MIDWAY  345 MID1,2020-07-05T00:00:00,27.4
2,LD.MIDWAY  345 MID2,2020-07-05T00:00:00,33.95
2,LD.PARKCITY345 LPRK,2020-07-05T00:00:00,28.23
2,LD.SOLITUDE230 LSOL,2020-07-05T00:00:00,28.95
2,LD.SUNDANCE345 LSUN,2020-07-05T00:00:00,30.36
2,LD.VICTORIA345 LVIC,2020-07-05T00:00:00,31.61
2,UN.ALTA    345 PRIV,2020-07-05T00:00:00,32.51
2,UN.ALTA    345 UALT,2020-07-05T00:00:00,30.88
2,UN.ALTA    345 UALT2,2020-07-05T00:00:00,31.0
2,UN.ALTA    345 UALT3,2020-07-05T00:00:00,27.62
2,UN.ALTA    345 UALTA,2020-07-05T00:00:00,32.68
2,UN.ALTA    345 UALTB,2020-07-05T00:00:00,26.58
2,UN.BRIGHTON345 UBGH,2020-07-05T00:00:00,34.51
2,UN.BRIGHTON345 UBGH2,2020-07-05T00:00:00,32.73
2,UN.KENT    345 UKEN,2020-07-05T00:00:00,31.42
2,UN.PARKCITY345 UPRK,2020-07-05T00:00:00,34.3
2,UN.SOLITUDE345 USOL,2020-07-05T00:00:00,34.58
2,UN.SUNDANCE345 USUN,2020-07-05T00:00:00,26.79
2,UN.VICTORIA345 UVIC,2020-07-05T00:00:00,32.62
2,.I.KENT    345 2,2020-07-05T01:00:00,33.94
2,.I.PARKCITY345 1,2020-07-05T01:00:00,28.47
2,.I.VICTORIA345 1,2020-07-05T01:00:00,32.87
2,.Z.NORTH,2020-07-05T01:00:00,29.9
2,.Z.SOUTH,2020-07-05T01:00:00,31.69
2,AR.BRIGHTON345 UBGH2P,2020-07-05T01:00:00,29.32
2,AR.BRIGHTON345 UBGHP,2020-07-05T01:00:00,32.35
2,AR.SUNDANCE345 FAIRC,2020-07-05T01:00:00,28.86
2,DR.NORTH,2020-07-05T01:00:00,30.09
2,DR.SOUTH_EAST,2020-07-05T01:00:00,30.03
2,LD.KENT    230 KNT2,2020-07-05T01:00:00,30.52
2,LD.KENT    345 KNT1,2020-07-05T01:00:00,33.12
2,LD.MIDWAY  345,2020-07-05T01:00:00,32.19
2,LD.MIDWAY  345 MID1,2020-07-05T01:00:00,32.77
2,LD.MIDWAY  345 MID2,2020-07-05T01:00:00,26.17
2,LD.PARKCITY345 LPRK,2020-07-05T01:00:00,34.25
2,LD.SOLITUDE230 LSOL,2020-07-05T01:00:00,29.09
2,LD.SUNDANCE345 LSUN,2020-07-05T01:00:00,30.12
2,LD.VICTORIA345 LVIC,2020-07-05T01:00:00,31.87
2,UN.ALTA    345 PRIV,2020-07-05T01:00:00,30.52
2,UN.ALTA    345 UALT,2020-07-05T01:00:00,35.35
2,UN.ALTA    345 UALT2,2020-07-05T01:00:00,25.82
2,UN.ALTA    345 UALT3,2020-07-05T01:00:00,29.36
2,UN.ALTA    345 UALTA,2020-07-05T01:00:00,31.13
2,UN.ALTA    345 UALTB,2020-07-05T01:00:00,34.94
2,UN.BRIGHTON345 UBGH,2020-07-05T01:00:00,29.93
2,UN.BRIGHTON345 UBGH2,2020-07-05T01:00:00,25.82
2,UN.KENT    345 UKEN,2020-07-05T01:00:00,27.16
2,UN.PARKCITY345 UPRK,2020-07-05T01:00:00,30.4
2,UN.SOLITUDE345 USOL,2020-07-05T01:00:00,30.43
2,UN.SUNDANCE345 USUN,2020-07-05T01:00:00,34.1
2,UN.VICTORIA345 UVIC,2020-07-05T01:00:00,33.64
2,.I.KENT    345 2,2020-07-05T02:00:00,28.41
2,.I.PARKCITY345 1,2020-07-05T02:00:00,28.45
2,.I.VICTORIA345 1,2020-07-05T02:00:00,31.92
2,.Z.NORTH,2020-07-05T02:00:00,33.42
2,.Z.SOUTH,2020-07-05T02:00:00,28.84
2,AR.BRIGHTON345 UBGH2P,2020-07-05T02:00:00,35.31
2,AR.BRIGHTON345 UBGHP,2020-07-05T02:00:00,33.28
2,AR.SUNDANCE345 FAIRC,2020-07-05T02:00:00,25.68
2,DR.NORTH,2020-07-05T02:00:00,27.5
2,DR.SOUTH_EAST,2020-07-05T02:00:00,32.06
2,LD.KENT    230 KNT2,2020-07-05T02:00:00,33.33
2,LD.KENT    345 KNT1,2020-07-05T02:00:00,32.61
2,LD.MIDWAY  345,2020-07-05T02:00:00,27.65
2,LD.MIDWAY  345 MID1,2020-07-05T02:00:00,29.81
2,LD.MIDWAY  345 MID2,2020-07-05T02:00:00,28.4
2,LD.PARKCITY345 LPRK,2020-07-05T02:00:00,34.94
2,LD.SOLITUDE230 LSOL,2020-07-05T02:00:00,29.95
2,LD.SUNDANCE345 LSUN,2020-07-05T02:00:00,31.89
2,LD.VICTORIA345 LVIC,2020-07-05T02:00:00,26.12
2,UN.ALTA    345 PRIV,2020-07-05T02:00:00,32.48
2,UN.ALTA    345 UALT,2020-07-05T02:00:00,33.2
2,UN.ALTA    345 UALT2,2020-07-05T02:00:00,29.45
2,UN.ALTA    345 UALT3,2020-07-05T02:00:00,32.65
2,UN.ALTA    345 UALTA,2020-07-05T02:00:00,34.89
2,UN.ALTA    345 UALTB,2020-07-05T02:00:00,31.49
2,UN.BRIGHTON345 UBGH,2020-07-05T02:00:00,31.05
2,UN.BRIGHTON345 UBGH2,2020-07-05T02:00:00,34.85
2,UN.KENT    345 UKEN,2020-07-05T02:00:00,34.9
2,UN.PARKCITY345 UPRK,2020-07-05T02:00:00,26.53
2,UN.SOLITUDE345 USOL,2020-07-05T02:00:00,31.26
2,UN.SUNDANCE345 USUN,2020-07-05T02:00:00,29.5
2,UN.VICTORIA345 UVIC,2020-07-05T02:00:00,28.11
2,.I.KENT    345 2,2020-07-05T03:00:00,25.9
2,.I.PARKCITY345 1,2020-07-05T03:00:00,27.68
2,.I.VICTORIA345 1,2020-07-05T03:00:00,34.37
2,.Z.NORTH,2020-07-05T03:00:00,28.47
2,.Z.SOUTH,2020-07-05T03:00:00,26.52
2,AR.BRIGHTON345 UBGH2P,2020-07-05T03:00:00,29.26
2,AR.BRIGHTON345 UBGHP,2020-07-05T03:00:00,30.76
2,AR.SUNDANCE345 FAIRC,2020-07-05T03:00:00,25.92
2,DR.NORTH,2020-07-05T03:00:00,34.22
2,DR.SOUTH_EAST,2020-07-05T03:00:00,29.7
2,LD.KENT    230 KNT2,2020-07-05T03:00:00,31.92
2,LD.KENT    345 KNT1,2020-07-05T03:00:00,30.23
2,LD.MIDWAY  345,2020-07-05T03:00:00,26.06
2,LD.MIDWAY  345 MID1,2020-07-05T03:00:00,26.79
2,LD.MIDWAY  345 MID2,2020-07-05T03:00:00,30.7
2,LD.PARKCITY345 LPRK,2020-07-05T03:00:00,26.32
2,LD.SOLITUDE230 LSOL,2020-07-05T03:00:00,27.6
2,LD.SUNDANCE345 LSUN,2020-07-05T03:00:00,28.7
2,LD.VICTORIA345 LVIC,2020-07-05T03:00:00,33.85
2,UN.ALTA    345 PRIV,2020-07-05T03:00:00,30.96
2,UN.ALTA    345 UALT,2020-07-05T03:00:00,32.68
2,UN.ALTA    345 UALT2,2020-07-05T03:00:00,33.95
2,UN.ALTA    345 UALT3,2020-07-05T03:00:00,29.7
2,UN.ALTA    345 UALTA,2020-07-05T03:00:00,32.17
2,UN.ALTA    345 UALTB,2020-07-05T03:00:00,28.28
2,UN.BRIGHTON345 UBGH,2020-07-05T03:00:00,30.74
2,UN.BRIGHTON345 UBGH2,2020-07-05T03:00:00,27.14
2,UN.KENT    345 UKEN,2020-07-05T03:00:00,25.85
2,UN.PARKCITY345 UPRK,2020-07-05T03:00:00,31.03
2,UN.SOLITUDE345 USOL,2020-07-05T03:00:00,32.93
2,UN.SUNDANCE345 USUN,2020-07-05T03:00:00,26.05
2,UN.VICTORIA345 UVIC,2020-07-05T03:00:00,30.83
2,.I.KENT    345 2,2020-07-05T04:00:00,31.35
2,.I.PARKCITY345 1,2020-07-05T04:00:00,35.0
2,.I.VICTORIA345 1,2020-07-05T04:00:00,33.48
2,.Z.NORTH,2020-07-05T04:00:00,35.3
2,.Z.SOUTH,2020-07-05T04:00:00,28.16
2,AR.BRIGHTON345 UBGH2P,2020-07-05T04:00:00,28.12
2,AR.BRIGHTON345 UBGHP,2020-07-05T04:00:00,28.23
2,AR.SUNDANCE345 FAIRC,2020-07-05T04:00:00,30.2
2,DR.NORTH,2020-07-05T04:00:00,31.04
2,DR.SOUTH_EAST,2020-07-05T04:00:00,32.3
2,LD.KENT    230 KNT2,2020-07-05T04:00:00,32.51
2,LD.KENT    345 KNT1,2020-07-05T04:00:00,35.22
2,LD.MIDWAY  345,2020-07-05T04:00:00,25.65
2,LD.MIDWAY  345 MID1,2020-07-05T04:00:00,35.44
2,LD.MIDWAY  345 MID2,2020-07-05T04:00:00,34.65
2,LD.PARKCITY345 LPRK,2020-07-05T04:00:00,26.15
2,LD.SOLITUDE230 LSOL,2020-07-05T04:00:00,30.05
2,LD.SUNDANCE345 LSUN,2020-07-05T04:00:00,33.54
2,LD.VICTORIA345 LVIC,2020-07-05T04:00:00,31.05
2,UN.ALTA    345 PRIV,2020-07-05T04:00:00,32.29
2,UN.ALTA    345 UALT,2020-07-05T04:00:00,35.21
2,UN.ALTA    345 UALT2,2020-07-05T04:00:00,28.03
2,UN.ALTA    345 UALT3,2020-07-05T04:00:00,27.98
2,UN.ALTA    345 UALTA,2020-07-05T04:00:00,32.89
2,UN.ALTA    345 UALTB,2020-07-05T04:00:00,30.83
2,UN.BRIGHTON345 UBGH,2020-07-05T04:00:00,33.48
2,UN.BRIGHTON345 UBGH2,2020-07-05T04:00:00,29.91
2,UN.KENT    345 UKEN,2020-07-05T04:00:00,28.89
2,UN.PARKCITY345 UPRK,2020-07-05T04:00:00,27.54
2,UN.SOLITUDE345 USOL,2020-07-05T04:00:00,28.99
2,UN.SUNDANCE345 USUN,2020-07-05T04:00:00,34.75
2,UN.VICTORIA345 UVIC,2020-07-05T04:00:00,26.82
2,.I.KENT    345 2,2020-07-05T05:00:00,35.41
2,.I.PARKCITY345 1,2020-07-05T05:00:00,27.12
2,.I.VICTORIA345 1,2020-07-05T05:00:00,33.33
2,.Z.NORTH,2020-07-05T05:00:00,28.21
2,.Z.SOUTH,2020-07-05T05:00:00,26.59
2,AR.BRIGHTON345 UBGH2P,2020-07-05T05:00:00,31.44
2,AR.BRIGHTON345 UBGHP,2020-07-05T05:00:00,27.01
2,AR.SUNDANCE345 FAIRC,2020-07-05T05:00:00,27.78
2,DR.NORTH,2020-07-05T05:00:00,30.41
2,DR.SOUTH_EAST,2020-07-05T05:00:00,32.14
2,LD.KENT    230 KNT2,2020-07-05T05:00:00,31.96
2,LD.KENT    345 KNT1,2020-07-05T05:00:00,32.22
2,LD.MIDWAY  345,2020-07-05T05:00:00,35.49
2,LD.MIDWAY  345 MID1,2020-07-05T05:00:00,29.37
2,LD.MIDWAY  345 MID2,2020-07-05T05:00:00,29.59
2,LD.PARKCITY345 LPRK,2020-07-05T05:00:00,33.31
2,LD.SOLITUDE230 LSOL,2020-07-05T05:00:00,28.89
2,LD.SUNDANCE345 LSUN,2020-07-05T05:00:00,30.1
2,LD.VICTORIA345 LVIC,2020-07-05T05:00:00,31.92
2,UN.ALTA    345 PRIV,2020-07-05T05:00:00,28.88
2,UN.ALTA    345 UALT,2020-07-05T05:00:00,26.64
2,UN.ALTA    345 UALT2,2020-07-05T05:00:00,27.25
2,UN.ALTA    345 UALT3,2020-07-05T05:00:00,30.9
2,UN.ALTA    345 UALTA,2020-07-05T05:00:00,31.62
2,UN.ALTA    345 UALTB,2020-07-05T05:00:00,27.08
2,UN.BRIGHTON345 UBGH,2020-07-05T05:00:00,30.17
2,UN.BRIGHTON345 UBGH2,2020-07-05T05:00:00,27.75
2,UN.KENT    345 UKEN,2020-07-05T05:00:00,27.67
2,UN.PARKCITY345 UPRK,2020-07-05T05:00:00,33.66
2,UN.SOLITUDE345 USOL,2020-07-05T05:00:00,34.56
2,UN.SUNDANCE345 USUN,2020-07-05T05:00:00,32.24
2,UN.VICTORIA345 UVIC,2020-07-05T05:00:00,29.95
2,.I.KENT    345 2,2020-07-05T06:00:00,28.9
2,.I.PARKCITY345 1,2020-07-05T06:00:00,30.36
2,.I.VICTORIA345 1,2020-07-05T06:00:00,26.49
2,.Z.NORTH,2020-07-05T06:00:00,32.66
2,.Z.SOUTH,2020-07-05T06:00:00,29.16
2,AR.BRIGHTON345 UBGH2P,2020-07-05T06:00:00,35.07
2,AR.BRIGHTON345 UBGHP,2020-07-05T06:00:00,33.62
2,AR.SUNDANCE345 FAIRC,2020-07-05T06:00:00,32.48
2,DR.NORTH,2020-07-05T06:00:00,26.29
2,DR.SOUTH_EAST,2020-07-05T06:00:00,28.1
2,LD.KENT    230 KNT2,2020-07-05T06:00:00,30.74
2,LD.KENT    345 KNT1,2020-07-05T06:00:00,32.26
